task_id,domain,packet,packet_sha256,priority,risk_codes,blind_review_operations,coordinator_status,human_decision
cand_scheduling_037,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_037.json,4710dc5a6d13415fb880772a74c25b45d04de0ea3239015cd5bfc01b5fcb5ba0,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_040,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_040.json,647264546cee15290018cce8e8ff08bd8ad240a3fa295b714b1cda5ede5a6a53,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_001,travel,data/annotations/candidate_packets_v2/cand_travel_001.json,11707857209cf17a351aad5bd235f0d47f3a245af54f6edb7f9bdd86773e77bd,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_004,travel,data/annotations/candidate_packets_v2/cand_travel_004.json,f08cd31bd16bde3a3b879f205eda5e4f455674417b11db5101e7fa013c06d570,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_007,travel,data/annotations/candidate_packets_v2/cand_travel_007.json,3fbd4e4c273a34520b0767a81b67bc0c527c29cd2e698fa8bf78ab76e5025c09,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_010,travel,data/annotations/candidate_packets_v2/cand_travel_010.json,72567f553047ccf60d7363306728104265cc1a73ca36c62fab11c8df7e07a57b,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_016,travel,data/annotations/candidate_packets_v2/cand_travel_016.json,2d91e167e0571e1eee46e3af7d7ff6e4724d5b05c3cbd948a0bd3f1e17dd0ee1,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_commerce_002,commerce,data/annotations/candidate_packets_v2/cand_commerce_002.json,f936b3c2444b2a3bf73fc22287add57a4c9e519b4f96dcd3aa52bcc5efe5d745,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_003,commerce,data/annotations/candidate_packets_v2/cand_commerce_003.json,e75bd86f4270942b13c17b0dede5c93888c2926ead59820a589b72f08bd9309d,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_004,commerce,data/annotations/candidate_packets_v2/cand_commerce_004.json,c8c07284ae1c1a237bd556c7d7e6614258591b22cdf746c9ede249505cd29c2c,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_commerce_006,commerce,data/annotations/candidate_packets_v2/cand_commerce_006.json,f53c4eb07543414a462e0150a9989ac9f64245f575101bbed68cba1af7cf5dc0,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_009,commerce,data/annotations/candidate_packets_v2/cand_commerce_009.json,1563d9918e86d3e03fd29c15b09c959a89799142e6010c3c07632d51e91e2df9,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_010,commerce,data/annotations/candidate_packets_v2/cand_commerce_010.json,007cd8a5db784a772c680916a9d1f3bfb0e87dcf7c140903c35c3dd944039e6a,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_commerce_011,commerce,data/annotations/candidate_packets_v2/cand_commerce_011.json,b576b69b1c3aa8d72ca05db10d54e13e29404db30bb18b7311b4a460ce71968a,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_012,commerce,data/annotations/candidate_packets_v2/cand_commerce_012.json,231d21273e0db8116547c3eb27983c82f398c005b1ca49167699040ca1d99166,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_014,commerce,data/annotations/candidate_packets_v2/cand_commerce_014.json,faf1335419bf7e003f601c2e6092691e8a511ca4cdcd9e17adc9d884264143bf,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_017,commerce,data/annotations/candidate_packets_v2/cand_commerce_017.json,bb33f2e73177eaa095d06cfbd5369671c9ea46fb0f97a8f5037d6501bcf2c65a,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_018,commerce,data/annotations/candidate_packets_v2/cand_commerce_018.json,3607e8c23d7507f890b10dae9c0a82c5f4128f257f99d1f57a06efc3fee17b61,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_019,commerce,data/annotations/candidate_packets_v2/cand_commerce_019.json,69a1feb2144a3cd7b3c540ecf5441684a00a6342c3c8ec2a96d41b8fce61f495,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_commerce_020,commerce,data/annotations/candidate_packets_v2/cand_commerce_020.json,74faa5c198960e79e8c9beadf992ba197c23b3f6489c9a649b7ce2e32687dce9,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_021,commerce,data/annotations/candidate_packets_v2/cand_commerce_021.json,078328b81826cecc93e9dd01587579ad9d3f94576525ad4a49d8d8228abb0b35,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_022,commerce,data/annotations/candidate_packets_v2/cand_commerce_022.json,d9beb03f329c480a5e8edc921639371b7d3f3be1cdca36b396acbc24d4c21582,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_commerce_023,commerce,data/annotations/candidate_packets_v2/cand_commerce_023.json,2a5593acee9312a3ec17f5cc27835c3b8cbd56f6574847e80148c9491858945f,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_024,commerce,data/annotations/candidate_packets_v2/cand_commerce_024.json,cddc272568f2918f375d02ccaf3119e8bc95a228a6613152a4ec43bcc9dba7d5,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_027,commerce,data/annotations/candidate_packets_v2/cand_commerce_027.json,d8b94b30f40150331b35f1ccb6e90773a113cd2eef9e2f0dd26c6108717798c8,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_030,commerce,data/annotations/candidate_packets_v2/cand_commerce_030.json,6f4c934440ec02a4710b890d6c1e149d110820fb48cd565064d5bae1bcf8ac7b,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_034,commerce,data/annotations/candidate_packets_v2/cand_commerce_034.json,12b1c0afef87061b60f85780914c0380e826e8dd31154deb33b990fd03c4c1ac,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_commerce_035,commerce,data/annotations/candidate_packets_v2/cand_commerce_035.json,11b0447a9e72fed8fc31ca9952281a8bf2830aa68cce24fa02c38deac5e285fb,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_036,commerce,data/annotations/candidate_packets_v2/cand_commerce_036.json,7f500b3390a167f0ef1320fe7f73b5054878a651fe87b416cedb3332de4135d5,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_commerce_037,commerce,data/annotations/candidate_packets_v2/cand_commerce_037.json,31c6c9b971e42c47d9afdcd87e65104cf287b7928137458fa51d82102f1d44b8,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_commerce_039,commerce,data/annotations/candidate_packets_v2/cand_commerce_039.json,ce681d673c225b7193dc55d552385c2c5e4de199ac565019f5ee3813d5690425,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_it_018,it,data/annotations/candidate_packets_v2/cand_it_018.json,265d1011f800fa549485fc60f10aa3197ca908d56cf433eee15b002471134242,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_it_021,it,data/annotations/candidate_packets_v2/cand_it_021.json,6b654e98e09473ff96121f527c70424309ab5c3c8e18c7d22089e9ee7c9df61c,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_procurement_001,procurement,data/annotations/candidate_packets_v2/cand_procurement_001.json,87cca701d2db4d5148b2550cfb1cb311a4f087a106b273562798ec58166cc3aa,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_procurement_004,procurement,data/annotations/candidate_packets_v2/cand_procurement_004.json,a2402189d7af78eb19e95c9bc23cecc83232c3c31e14d4a9b2cf31a43fa6e231,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_procurement_010,procurement,data/annotations/candidate_packets_v2/cand_procurement_010.json,8de97e099f89f7a6c8731b7b77c7d18330fd2db16a6b5b3a46a9f67a08dc2c31,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_procurement_013,procurement,data/annotations/candidate_packets_v2/cand_procurement_013.json,21ed75e5e164b670d81d6ed89a03b9f9f4b728b184a0fb74490f2d242cb722fe,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_procurement_022,procurement,data/annotations/candidate_packets_v2/cand_procurement_022.json,fcbd684cd77c5d30aeef18039f2978b39be57a76f004d576b186ac28b5a95812,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_procurement_025,procurement,data/annotations/candidate_packets_v2/cand_procurement_025.json,7dbb46b88d11df29dc1ad93f9a8ef8783755124416178f1d9285208ff5900879,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_procurement_034,procurement,data/annotations/candidate_packets_v2/cand_procurement_034.json,8d50e8e914e1ae7ae2f0c7291b900b60ae1b40d70140c1d2b3810973bd367a1e,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_002,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_002.json,2572990e08efcbc116475e6bc5e39c45aefa5af8fff44d9b17bd8401379523c5,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_scheduling_003,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_003.json,fd0dcae696ec5de5a8e3b79501c8b2dcf6d4dabd577ecca362712a797ac08f95,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_scheduling_005,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_005.json,025e3f11acea26f39a56f09ff8f6e2155df5f4cd69fb7e2eb563e6dc5c8a1433,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_scheduling_007,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_007.json,31985f702f7d5f3fcd0dc6e466d113ac4bae7047080cb4a137739ebc2798b400,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_008,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_008.json,14c09520c3569207fa08cf268d8397382cc790fbeefad47a6da94736d6f0820c,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_scheduling_011,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_011.json,342fa5b69ec29aba934c11e1919e488f4de94fdff448da3a6426868f52731187,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_scheduling_014,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_014.json,bb396ac97ac3267c97ebdbffc917a5342014bbda6ac92bb3cdc2bced79c012ee,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_scheduling_015,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_015.json,d02071e31c553f5ad3c88efd6a129511e72a5976fec90006dadca97d628602fe,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_scheduling_017,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_017.json,f8b209c879edd7e898ba81dc05ac62f341ff365f4c0a2cf8192f6d2f1c0494bf,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_scheduling_019,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_019.json,c5e6c257d32564cb7c0750e878c481470acf8f3ead1ca65f89b692da355fb95b,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_023,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_023.json,2b3bb07dea497094ab34ac79da01ec9f547a351981d73ee2730790fe95ad8cec,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_scheduling_026,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_026.json,4739700a410176e9c429ea5f6124cd13452f761352ddd9d6eab1b9a6c48a3bc0,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_scheduling_032,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_032.json,5b3e544f6527cbb309b9213eb678ce62f71eed3977b80c4dbf57765666c10171,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_scheduling_038,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_038.json,f0add4aba852bad3189e15d2a73bd89551334ebac6cb61a68f260d6a3f4894eb,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_005,travel,data/annotations/candidate_packets_v2/cand_travel_005.json,aef13ffb8f7eecf66c76df4e453a5128a0539ad897966f268cb0400baed5b061,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_006,travel,data/annotations/candidate_packets_v2/cand_travel_006.json,2a177b6e7770efbad51162269b92a5fbf51fa35e619d5d9e8c81f1da6d4ed2dd,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_008,travel,data/annotations/candidate_packets_v2/cand_travel_008.json,c26cad73d9024a0e87451b295b9e1fa1fbca456a72e9d24370d2e63505497131,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_013,travel,data/annotations/candidate_packets_v2/cand_travel_013.json,d928ba3f6c02f09366014ced99e03d890db948f6166fe90afa80b622797eb05f,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_014,travel,data/annotations/candidate_packets_v2/cand_travel_014.json,bd781b75326ad70b105d01fb008d403d7fa675044a91dac0f89253ce5bbbe29b,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_018,travel,data/annotations/candidate_packets_v2/cand_travel_018.json,4f7f7c2d30b9f4128840f337524ece6d74d90c71813598acd9d9bdad85b0f484,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_019,travel,data/annotations/candidate_packets_v2/cand_travel_019.json,6d34900a6a6553fa6015d51fcc4c19f073e3cddc666f76db089e472179f94211,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_020,travel,data/annotations/candidate_packets_v2/cand_travel_020.json,1c6acfa86ce1213286298f5855f3790204cd570b601fa2157abb2681727ad5f0,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_021,travel,data/annotations/candidate_packets_v2/cand_travel_021.json,ff6665c6080a725b681310fbec7aa789b1bfd981783c905e5a695ecf7de8d0f1,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_022,travel,data/annotations/candidate_packets_v2/cand_travel_022.json,a5656ca3c8decddccb1592a53215a04853f69d91dfb9852a5c62134f30231046,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_023,travel,data/annotations/candidate_packets_v2/cand_travel_023.json,6c975bb474423590ebae7f9482a8b082d10090da6257c0d2d44f618d0b29832d,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_025,travel,data/annotations/candidate_packets_v2/cand_travel_025.json,b378b9095f7e640c70e1ff30e6a475db17ed5937e4ff3ccdd7517a22dcc3ae21,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_027,travel,data/annotations/candidate_packets_v2/cand_travel_027.json,6a6e58aaea6828d25cc7b726216cbfa9b730ba61b8eecfcbd6b5268b04a08c0f,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_028,travel,data/annotations/candidate_packets_v2/cand_travel_028.json,307b2a3e032b363c883c6c8c0fbc1a8c6a51f29c4a4871f65ad4600528be2eb9,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_029,travel,data/annotations/candidate_packets_v2/cand_travel_029.json,2317394f7163eb79b3928229d6e0878bb15e29ece58720f6da7cc09fe73759e4,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_030,travel,data/annotations/candidate_packets_v2/cand_travel_030.json,43192750a235953e695905c593c2dca2dd66196519b81c8d19a33286272b1a22,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_031,travel,data/annotations/candidate_packets_v2/cand_travel_031.json,aacb407c8b69efc633e5a6a12582f84c390fd57d3fab00379da4528641b4f181,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_033,travel,data/annotations/candidate_packets_v2/cand_travel_033.json,514b7687c5993b0df527a31f08c57511ef5f2066899d20cbdcf4c86389489771,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_034,travel,data/annotations/candidate_packets_v2/cand_travel_034.json,22559736ff3facd3ef40b46e0e030f56c1756080f730be53bcf21354d09c6fe4,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_035,travel,data/annotations/candidate_packets_v2/cand_travel_035.json,bdc6cfbadc1551f7a3a09094b96b1b02d80c25a256f8fba58dc6b75c1eebb85d,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_036,travel,data/annotations/candidate_packets_v2/cand_travel_036.json,24a32a870a60e6d7ca95cba44d33cced43a1bcbc88b7f0c9e22001728bd05d22,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_037,travel,data/annotations/candidate_packets_v2/cand_travel_037.json,58d04c7708f0c421cb3087fdc9e357c38a5f97784feae1bcea477a4e5dbf3186,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_travel_038,travel,data/annotations/candidate_packets_v2/cand_travel_038.json,8046764602d3fad9eabd3a762e6aac901971a234cdd84c043f652e7540c1a4a8,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_039,travel,data/annotations/candidate_packets_v2/cand_travel_039.json,48a146ae2b441b50233f9908e95c9c76d912303b2a4a38e9c44ee0a0ccff8ac6,P2,counterfactual_relevance_review;normalized_topology_review,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words,unassigned,
cand_travel_040,travel,data/annotations/candidate_packets_v2/cand_travel_040.json,c09b3f072f8ed4b8b657bb9cc9c7c76aaf9512fbbb3417be447103c3ef50153f,P2,counterfactual_relevance_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;audit_public_interface_for_shallow_cues,unassigned,
cand_commerce_015,commerce,data/annotations/candidate_packets_v2/cand_commerce_015.json,32f74b89287b2651225c9d066110ae548f24666bcf08f2b90222738e0ca622d7,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_commerce_026,commerce,data/annotations/candidate_packets_v2/cand_commerce_026.json,edc06477933cad0b2bff3d24b5c5be032467dcfe44f79e4619b4ee77f1dba920,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_commerce_032,commerce,data/annotations/candidate_packets_v2/cand_commerce_032.json,b88ea9e008990f700ae4b99672a8abefe731309763d30ea7e1c7b18cb647d28e,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_commerce_038,commerce,data/annotations/candidate_packets_v2/cand_commerce_038.json,5115a8a41ad065bf92448da8a17cae6cd5cfd1aabf3a4cbb6592fd38cff11dff,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_it_001,it,data/annotations/candidate_packets_v2/cand_it_001.json,f2b155a94b142f9969c3623321e0da82117f70729c25bb89cef8d0425f6c248b,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_it_005,it,data/annotations/candidate_packets_v2/cand_it_005.json,4026bfa8fb7ce9dad2c5d76d47aaa2e5b3f3c51b5f50a472ef847ca2b3295088,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_it_031,it,data/annotations/candidate_packets_v2/cand_it_031.json,bafc0dc1c9d0e9e2c46287e7a731e691e509b553892074e9d09f98e07694c74d,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_procurement_002,procurement,data/annotations/candidate_packets_v2/cand_procurement_002.json,8413d286e77058ad24951fb6dc6b4ac75433cd11896b64f2882ef240a51f9af6,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_procurement_006,procurement,data/annotations/candidate_packets_v2/cand_procurement_006.json,230e810e77c2d7944ffd0fc738d1dee05ed0b66d1570f5843fc18ea5689ddb6b,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_procurement_009,procurement,data/annotations/candidate_packets_v2/cand_procurement_009.json,0fb5b3b47f7447053053dfac18110ec8cd1cd92d82c169287c1d87fa41e7276e,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_procurement_015,procurement,data/annotations/candidate_packets_v2/cand_procurement_015.json,6ae9a625de2d3317fe63a742d94a49c93fb94c47589f19747b281021247c0912,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_procurement_024,procurement,data/annotations/candidate_packets_v2/cand_procurement_024.json,fc845bfddc1ef61b9421191fea5c895af35fd0662f061804b34b10b6696ec9ec,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_procurement_027,procurement,data/annotations/candidate_packets_v2/cand_procurement_027.json,2531542b6bf526692842da9e8b3607c5cd9aa27b3cd9d83002123fb69fc5a6dc,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_procurement_033,procurement,data/annotations/candidate_packets_v2/cand_procurement_033.json,528f95c03f815ec05969b5c883381733b5c3eb4323d2b8ce6bf55dfbb11f1ac4,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_procurement_039,procurement,data/annotations/candidate_packets_v2/cand_procurement_039.json,1881fd40908517e930bbcd83104fe192fc34bce4f6895bea6627a206f4debc63,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_006,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_006.json,f2575ec3671c52165c6baf09e0bae34ebb5c9c512931cf4f619fe102ce3ca0dc,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
